loan_id,age,education,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
4729,43,2.0,Aadhar,774828.0,932040.0,3,3,0,1
652,34,2.0,Aadhar,538980.0,797892.0,2,2,0,0
5630,48,2.0,Aadhar,787584.0,949380.0,11,4,0,0
2197,40,2.0,VoterID,525888.0,878952.0,13,4,0,0
370,24,,Aadhar,753564.0,951120.0,0,0,0,0
4576,33,1.0,Aadhar,743364.0,844800.0,4,4,0,0
4215,33,1.0,Aadhar,763356.0,1159200.0,0,0,0,0
378,44,2.0,Aadhar,770556.0,960744.0,5,5,0,1
4904,32,1.0,Aadhar,427668.0,563520.0,2,2,0,0
2217,29,1.0,Aadhar,664308.0,759600.0,0,0,0,0
5318,31,2.0,Aadhar,550188.0,760800.0,4,2,0,0
1614,35,2.0,Aadhar,782028.0,897804.0,5,3,0,1
6276,39,1.0,Aadhar,508728.0,1058604.0,7,0,0,1
3633,27,1.0,Aadhar,574188.0,921792.0,4,2,0,0
963,42,1.0,Aadhar,703908.0,872700.0,8,6,0,0
6700,36,1.0,Aadhar,710484.0,970500.0,0,0,0,0
6562,43,2.0,Aadhar,645636.0,821136.0,2,0,0,1
6444,42,2.0,Aadhar,675108.0,1403856.0,0,0,0,0
360,39,2.0,Aadhar,698724.0,982800.0,0,0,0,0
3840,37,,Aadhar,722364.0,884100.0,5,4,0,0
4670,26,1.0,Aadhar,671508.0,839832.0,2,0,0,1
1247,40,1.0,Aadhar,528588.0,763896.0,3,3,0,1
5356,34,2.0,Aadhar,352368.0,760800.0,0,0,0,0
3695,27,2.0,Aadhar,461268.0,769236.0,0,0,0,0
6491,38,2.0,Aadhar,642108.0,789240.0,6,5,0,0
2568,25,2.0,Aadhar,600936.0,878304.0,0,0,0,1
3424,26,1.0,VoterID,672708.0,863532.0,2,2,0,1
2038,28,1.0,VoterID,626136.0,766572.0,0,0,0,0
773,39,2.0,Aadhar,657108.0,890148.0,0,0,0,1
6429,42,2.0,Aadhar,469368.0,637428.0,0,0,0,0
3563,33,1.0,Aadhar,428604.0,705756.0,2,0,0,0
6619,47,2.0,Aadhar,544188.0,1011480.0,15,4,0,0
6392,44,2.0,Aadhar,594684.0,816432.0,6,2,0,1
1675,45,2.0,PAN,640800.0,921648.0,16,4,0,1
366,32,1.0,Aadhar,639636.0,1090944.0,4,3,0,0
4582,31,1.0,Aadhar,529308.0,673392.0,2,0,0,0
4516,37,2.0,Aadhar,648936.0,861000.0,3,3,0,0
4328,24,2.0,Aadhar,657456.0,798156.0,0,0,0,1
148,26,1.0,Aadhar,897012.0,1229892.0,0,0,0,1
6144,42,2.0,Driving,1151880.0,1597836.0,0,0,0,1
3089,44,2.0,VoterID,600936.0,764388.0,7,5,0,0
5516,33,2.0,Aadhar,648936.0,843792.0,11,9,0,0
408,50,2.0,Aadhar,653508.0,816696.0,0,0,0,0
6520,35,2.0,Aadhar,753756.0,934524.0,0,0,0,0
3457,25,1.0,Aadhar,786228.0,948000.0,2,2,0,1
4183,35,2.0,Aadhar,767364.0,921528.0,0,0,0,1
3577,34,1.0,Aadhar,678108.0,869652.0,2,0,0,0
3272,38,2.0,Aadhar,393132.0,885612.0,4,3,0,0
1032,43,2.0,PAN,854676.0,1166952.0,0,0,0,1
5215,43,2.0,Aadhar,614736.0,813516.0,0,0,0,1
856,28,2.0,Aadhar,684156.0,834000.0,0,0,0,1
3927,31,1.0,Aadhar,742164.0,888000.0,3,2,0,0
79,36,2.0,VoterID,455268.0,873984.0,0,0,0,0
2248,29,1.0,Aadhar,766584.0,882000.0,0,0,0,0
5170,27,1.0,PAN,946632.0,1358412.0,0,0,0,0
6386,35,1.0,Aadhar,467268.0,821532.0,0,0,0,1
6432,47,2.0,Aadhar,672156.0,771960.0,0,0,0,0
6665,25,2.0,VoterID,615480.0,875880.0,0,0,0,0
789,27,1.0,Aadhar,566988.0,815400.0,3,3,0,0
2280,27,2.0,Aadhar,613632.0,745968.0,0,0,0,1
4096,25,2.0,VoterID,615636.0,854760.0,0,0,0,0
3898,31,1.0,Aadhar,656556.0,756024.0,0,0,0,0
6130,47,1.0,Aadhar,584040.0,813000.0,0,0,0,1
5810,30,1.0,Aadhar,734556.0,876840.0,2,2,0,1
3632,43,2.0,Aadhar,431268.0,579240.0,2,2,0,1
5230,33,2.0,Aadhar,354288.0,913788.0,0,0,0,0
425,26,2.0,Aadhar,687108.0,833880.0,0,0,0,1
393,46,2.0,Aadhar,535188.0,782496.0,0,0,0,0
5214,32,2.0,Aadhar,413808.0,680088.0,0,0,0,1
6602,28,,Aadhar,1140120.0,1903476.0,10,3,0,1
4201,49,1.0,Aadhar,624036.0,787200.0,0,0,0,0
2673,48,2.0,Aadhar,663108.0,885624.0,6,5,0,0
6970,32,2.0,PAN,822828.0,1254864.0,0,0,0,0
4717,31,2.0,Aadhar,742956.0,894000.0,0,0,0,1
3494,25,1.0,Aadhar,655908.0,790800.0,0,0,0,0
1460,32,1.0,Aadhar,708564.0,923400.0,4,2,0,0
5042,24,,Aadhar,487128.0,657348.0,0,0,0,0
5913,43,2.0,Aadhar,822000.0,1167816.0,0,0,0,1
3836,34,2.0,Aadhar,544188.0,783696.0,0,0,0,1
5410,26,2.0,PAN,686364.0,842208.0,0,0,0,1
6659,37,2.0,VoterID,408660.0,820092.0,0,0,0,0
6686,40,1.0,Aadhar,818028.0,974640.0,3,2,0,1
2356,39,2.0,Aadhar,588696.0,799608.0,0,0,0,0
2443,39,2.0,Aadhar,648936.0,779496.0,0,0,0,1
5437,35,2.0,Aadhar,646536.0,759036.0,0,0,0,1
465,27,1.0,Aadhar,771228.0,996000.0,0,0,0,1
164,34,1.0,Aadhar,502128.0,774300.0,2,0,0,0
6053,37,2.0,Aadhar,639636.0,820152.0,0,0,0,1
6263,22,,Aadhar,860604.0,1184760.0,0,0,0,1
6706,46,1.0,Aadhar,639636.0,773412.0,10,6,0,0
6941,42,1.0,Aadhar,569604.0,689256.0,6,4,0,0
2010,45,1.0,Aadhar,656268.0,886440.0,4,4,0,0
3085,31,1.0,Aadhar,879684.0,1044000.0,3,2,0,0
901,31,2.0,Aadhar,971832.0,1534608.0,0,0,0,1
5472,41,2.0,VoterID,757356.0,973800.0,13,3,0,0
2294,28,2.0,VoterID,496728.0,819192.0,0,0,0,0
4482,33,2.0,Aadhar,632796.0,792000.0,8,7,0,1
3717,40,2.0,Aadhar,746964.0,1062000.0,0,0,0,1
5804,40,2.0,Aadhar,714564.0,881400.0,0,0,0,0
1765,41,2.0,VoterID,430068.0,596412.0,0,0,0,1
1550,28,2.0,Aadhar,508728.0,839616.0,2,0,0,1
3030,34,,VoterID,588036.0,788508.0,5,4,0,0
5274,32,1.0,Aadhar,614436.0,816000.0,0,0,0,1
2045,45,2.0,Aadhar,738156.0,857220.0,4,0,0,1
768,42,1.0,Aadhar,894948.0,1077600.0,0,0,0,0
1509,43,1.0,Aadhar,559236.0,894588.0,30,3,0,0
6802,49,1.0,Aadhar,808584.0,946800.0,4,3,0,1
4518,28,1.0,Aadhar,563388.0,784428.0,3,3,0,1
4220,37,1.0,Aadhar,568188.0,696420.0,3,3,0,0
5813,45,2.0,Aadhar,532188.0,776820.0,0,0,0,0
5602,27,1.0,Aadhar,798384.0,962880.0,0,0,0,0
3293,24,,Aadhar,342348.0,917292.0,0,0,0,1
820,45,2.0,Aadhar,506520.0,840552.0,6,0,0,0
1404,37,1.0,Aadhar,618036.0,708588.0,4,3,0,0
1383,25,2.0,VoterID,667188.0,1145808.0,0,0,0,1
2149,32,1.0,Aadhar,462492.0,739416.0,3,3,0,0
1639,25,2.0,Aadhar,675108.0,904224.0,0,0,0,0
6730,31,1.0,Aadhar,655308.0,1134612.0,0,0,0,0
400,25,1.0,Aadhar,624996.0,728892.0,0,0,0,0
883,33,1.0,Aadhar,871476.0,1064496.0,15,5,0,1
3566,43,2.0,Aadhar,621600.0,768360.0,58,5,0,1
6249,28,1.0,Aadhar,807732.0,1060152.0,0,0,0,0
1180,48,2.0,Aadhar,791028.0,954468.0,3,0,0,0
4245,33,1.0,Aadhar,640836.0,847692.0,0,0,0,1
4762,35,1.0,Aadhar,675108.0,870120.0,22,2,0,1
2131,40,2.0,Aadhar,802584.0,992400.0,0,0,0,0
457,28,2.0,Passport,743364.0,1298676.0,0,0,0,0
1951,43,2.0,Aadhar,467268.0,702000.0,0,0,0,1
690,43,1.0,Aadhar,699108.0,830364.0,4,2,0,1
5526,49,2.0,Aadhar,627936.0,768528.0,3,0,0,1
1954,36,1.0,Aadhar,651156.0,815784.0,5,3,0,0
2711,24,1.0,VoterID,498468.0,727704.0,0,0,0,0
5358,28,2.0,Aadhar,727836.0,857712.0,3,0,0,0
4350,28,1.0,Aadhar,756156.0,1020732.0,4,3,0,0
6070,26,1.0,Aadhar,615636.0,1285068.0,0,0,0,0
1885,33,1.0,Aadhar,711036.0,1052076.0,3,3,0,1
6880,25,2.0,Aadhar,732156.0,900000.0,0,0,0,1
6179,23,,Aadhar,485928.0,842832.0,0,0,0,0
2495,44,1.0,Aadhar,703764.0,847308.0,2,2,0,0
3037,23,,Aadhar,645636.0,804000.0,0,0,0,0
3604,29,1.0,Aadhar,643236.0,822540.0,2,0,0,1
846,46,2.0,Aadhar,431424.0,804000.0,4,2,0,0
543,27,1.0,Aadhar,865476.0,1234740.0,0,0,0,0
3725,28,2.0,Aadhar,903012.0,1163040.0,0,0,0,1
4188,31,2.0,Aadhar,746556.0,841200.0,0,0,0,1
3680,46,2.0,Aadhar,934548.0,1275600.0,3,0,0,0
5585,32,2.0,VoterID,1039068.0,2022000.0,0,0,0,0
5723,49,2.0,Aadhar,385008.0,657240.0,0,0,0,0
4792,36,1.0,Aadhar,614136.0,742800.0,5,3,0,0
2965,43,1.0,Aadhar,580188.0,828000.0,0,0,0,0
2530,42,1.0,Aadhar,1157880.0,1844544.0,2,0,0,0
1049,43,2.0,PAN,849804.0,1187952.0,5,2,0,0
1961,37,2.0,Aadhar,758556.0,864504.0,0,0,0,0
2531,47,1.0,Aadhar,636936.0,735876.0,4,2,0,0
5141,35,2.0,VoterID,639636.0,781632.0,19,0,0,0
238,33,2.0,Aadhar,496728.0,803892.0,13,5,0,0
1134,43,2.0,PAN,582588.0,755292.0,6,2,0,1
5788,33,2.0,Aadhar,763500.0,896256.0,2,0,0,0
4260,24,2.0,VoterID,1000080.0,1411812.0,0,0,0,1
5496,43,1.0,Aadhar,707676.0,856476.0,0,0,0,1
5247,33,1.0,Aadhar,678156.0,787872.0,2,0,0,1
5465,30,2.0,Aadhar,568188.0,1362600.0,0,0,0,0
2979,37,2.0,Aadhar,730812.0,877788.0,4,3,0,0
6419,27,2.0,Aadhar,565740.0,901704.0,0,0,0,0
5371,24,,Aadhar,651636.0,959532.0,0,0,0,0
4713,42,2.0,Aadhar,720564.0,916776.0,0,0,0,1
3920,47,2.0,Aadhar,545964.0,714000.0,0,0,0,0
3139,42,1.0,Aadhar,612936.0,697128.0,0,0,0,0
6240,40,1.0,Aadhar,627336.0,781152.0,0,0,0,0
4074,38,2.0,Aadhar,682800.0,807120.0,0,0,0,1
6009,33,1.0,Aadhar,526728.0,882000.0,4,4,0,0
3230,37,1.0,Aadhar,666156.0,863748.0,0,0,0,0
1827,25,1.0,Aadhar,648000.0,781800.0,0,0,0,0
594,45,2.0,Aadhar,826584.0,990000.0,0,0,0,0
2726,46,1.0,Aadhar,653508.0,821856.0,0,0,0,0
4138,44,2.0,VoterID,627636.0,820764.0,2,2,0,0
561,26,1.0,Aadhar,928548.0,1330752.0,0,0,0,0
5478,43,1.0,Aadhar,725364.0,840000.0,3,3,0,0
6227,32,1.0,Aadhar,1104660.0,1524000.0,0,0,0,1
244,41,2.0,VoterID,612936.0,800640.0,3,2,0,1
4438,33,1.0,Aadhar,638436.0,732972.0,4,3,0,0
4837,42,2.0,VoterID,527076.0,888444.0,4,3,0,1
406,23,,Aadhar,521928.0,840000.0,5,3,0,0
1443,28,2.0,VoterID,636828.0,842160.0,0,0,0,0
262,27,2.0,Aadhar,592188.0,836904.0,0,0,0,1
4679,46,1.0,Aadhar,457692.0,812280.0,35,7,0,0
6379,31,2.0,Aadhar,699108.0,911040.0,3,3,0,0
1690,46,2.0,Aadhar,538188.0,698148.0,0,0,0,1
1726,39,1.0,Aadhar,677508.0,817200.0,4,2,0,1
2497,36,2.0,Aadhar,663108.0,837672.0,2,2,0,0
4693,41,1.0,Aadhar,609072.0,789900.0,0,0,0,1
341,29,2.0,Aadhar,831804.0,1194396.0,3,2,0,0
6504,30,2.0,Aadhar,672156.0,767400.0,0,0,0,0
1602,45,1.0,Aadhar,520728.0,749640.0,0,0,0,0
4577,33,2.0,Aadhar,630948.0,909540.0,4,3,0,0
3726,43,2.0,Aadhar,643236.0,734040.0,2,2,0,0
6933,44,2.0,Aadhar,708156.0,846048.0,2,2,0,0
2786,43,2.0,Aadhar,913560.0,1099392.0,2,2,0,1
1524,26,2.0,Aadhar,704568.0,1397856.0,0,0,0,0
6509,39,,Aadhar,809628.0,1121100.0,0,0,0,0
6207,34,1.0,Aadhar,600936.0,803340.0,0,0,0,1
6480,33,2.0,Aadhar,707364.0,914388.0,0,0,0,0
1767,32,2.0,Aadhar,688956.0,867612.0,0,0,0,0
6906,44,1.0,Aadhar,680088.0,818976.0,0,0,0,1
4038,34,2.0,Aadhar,615336.0,769344.0,0,0,0,1
6377,40,2.0,Aadhar,556188.0,779040.0,0,0,0,0
5667,29,1.0,Aadhar,846804.0,978984.0,0,0,0,1
6540,46,1.0,Aadhar,675108.0,809136.0,5,4,0,1
364,43,2.0,Aadhar,718452.0,861516.0,0,0,0,0
6925,38,2.0,VoterID,675108.0,812520.0,0,0,0,1
6292,44,1.0,Aadhar,634536.0,836400.0,0,0,0,0
4444,27,2.0,Aadhar,606936.0,842940.0,3,3,0,0
5575,44,2.0,Aadhar,758556.0,991464.0,3,3,0,0
6459,25,1.0,Aadhar,774984.0,992400.0,0,0,0,0
2563,35,2.0,Aadhar,726564.0,878760.0,5,2,0,0
4880,36,2.0,Aadhar,427452.0,812916.0,2,2,0,0
6412,37,1.0,Driving,579228.0,901188.0,0,0,0,0
3084,31,2.0,Aadhar,818028.0,1164960.0,5,4,0,0
6443,29,1.0,Aadhar,772584.0,888000.0,4,2,0,0
2103,25,2.0,Aadhar,559968.0,678000.0,0,0,0,1
633,40,1.0,Aadhar,915012.0,1255320.0,3,0,0,1
2494,39,2.0,Aadhar,458868.0,548040.0,2,0,0,0
2666,32,2.0,Aadhar,663108.0,955236.0,0,0,0,0
6345,31,2.0,Aadhar,491928.0,875148.0,0,0,0,0
4407,32,1.0,Aadhar,580188.0,849600.0,0,0,0,1
6210,27,1.0,Aadhar,911532.0,1362852.0,0,0,0,1
4955,49,2.0,Aadhar,665508.0,794712.0,2,0,0,0
2335,40,2.0,Aadhar,702156.0,803244.0,5,2,0,0
5357,47,2.0,VoterID,808584.0,1184124.0,2,2,0,1
3620,39,2.0,Aadhar,664956.0,770016.0,9,2,0,1
3884,39,1.0,PAN,504528.0,837096.0,8,3,0,0
4740,28,1.0,Aadhar,663108.0,799884.0,5,4,0,0
4212,36,2.0,Aadhar,707364.0,833580.0,0,0,0,1
1495,48,2.0,Aadhar,684156.0,888132.0,0,0,0,0
2402,32,2.0,Aadhar,484728.0,764400.0,2,2,0,0
3875,28,2.0,VoterID,496728.0,984600.0,0,0,0,0
1233,42,2.0,Aadhar,521928.0,838080.0,20,8,0,0
2662,27,2.0,Aadhar,665868.0,881592.0,0,0,0,1
2818,27,1.0,Aadhar,653508.0,902976.0,2,0,0,1
6389,46,2.0,Aadhar,538188.0,741204.0,2,0,0,1
5553,44,1.0,Aadhar,621636.0,768408.0,3,0,0,0
4154,44,2.0,PAN,690708.0,795396.0,13,7,0,1
5205,27,2.0,Aadhar,654708.0,753648.0,16,6,0,0
3062,36,2.0,Aadhar,881412.0,1169652.0,6,6,0,1
5980,35,1.0,Aadhar,574188.0,749184.0,7,3,0,0
6926,35,2.0,Aadhar,708156.0,805452.0,0,0,0,1
1736,46,2.0,Aadhar,1067868.0,1296336.0,14,7,0,0
2824,31,2.0,VoterID,802584.0,1113360.0,0,0,0,0
5330,37,2.0,Aadhar,653508.0,868692.0,0,0,0,0
4788,31,1.0,Driving,679200.0,1084092.0,2,2,0,0
2476,29,1.0,Aadhar,1067868.0,1452000.0,0,0,0,1
2565,26,1.0,PAN,600636.0,784392.0,2,2,0,1
5892,45,2.0,Aadhar,645636.0,923508.0,6,0,0,0
5406,29,2.0,Aadhar,520728.0,736800.0,2,2,0,1
708,31,1.0,PAN,801384.0,1106820.0,0,0,0,1
3047,36,2.0,Aadhar,669756.0,762744.0,4,4,0,1
5971,24,,Aadhar,924108.0,1429812.0,0,0,0,0
5336,49,2.0,Aadhar,672156.0,1227600.0,0,0,0,0
73,47,2.0,VoterID,1063920.0,1912404.0,0,0,0,0
4449,32,1.0,Aadhar,443268.0,620400.0,0,0,0,0
6543,28,2.0,Aadhar,721356.0,825960.0,6,4,0,0
1191,40,2.0,Aadhar,696636.0,882348.0,2,0,0,1
2602,25,2.0,PAN,593736.0,844800.0,0,0,0,0
1126,28,2.0,Aadhar,761556.0,1077432.0,0,0,0,1
1242,23,,VoterID,719364.0,1213560.0,0,0,0,0
6993,41,1.0,Aadhar,672156.0,803796.0,4,3,0,0
6298,36,1.0,Aadhar,520728.0,839820.0,2,0,0,1
3352,28,2.0,Aadhar,609636.0,761256.0,0,0,0,1
4009,36,2.0,Aadhar,800028.0,1027716.0,2,2,0,0
1578,34,2.0,Aadhar,651636.0,833808.0,2,0,0,1
3907,28,2.0,Aadhar,484728.0,880584.0,0,0,0,0
3730,25,2.0,Aadhar,699108.0,1340040.0,0,0,0,0
4359,27,1.0,Aadhar,468156.0,729528.0,6,2,0,0
1344,32,2.0,Aadhar,538788.0,822696.0,7,6,1,0
6982,38,1.0,Aadhar,675108.0,915948.0,3,3,0,0
441,35,2.0,Aadhar,660156.0,857616.0,0,0,0,1
1101,29,2.0,Aadhar,600216.0,1093956.0,0,0,0,0
2638,48,2.0,Aadhar,502728.0,814800.0,2,2,0,1
4923,26,1.0,VoterID,780828.0,957456.0,0,0,0,0
650,40,2.0,Aadhar,669108.0,935760.0,0,0,0,0
1547,47,,Aadhar,769356.0,909660.0,2,0,0,0
5315,44,1.0,PAN,630936.0,871752.0,0,0,0,0
6308,37,1.0,Aadhar,731964.0,873396.0,4,4,0,1
2853,42,2.0,Aadhar,582588.0,776400.0,0,0,0,0
3504,39,1.0,PAN,372780.0,906972.0,0,0,0,0
5034,31,1.0,Aadhar,651636.0,1113516.0,0,0,0,0
631,32,2.0,Aadhar,708072.0,843492.0,6,3,0,1
1250,24,,Aadhar,622836.0,1039284.0,4,3,0,0
4776,25,2.0,Aadhar,727032.0,884316.0,0,0,0,0
483,45,2.0,Aadhar,568188.0,861240.0,0,0,0,1
1585,43,1.0,Aadhar,679908.0,853428.0,0,0,0,0
4677,34,2.0,Aadhar,588936.0,783000.0,0,0,0,0
1463,44,2.0,Aadhar,663108.0,777672.0,3,2,0,0
3041,45,2.0,Aadhar,667908.0,879696.0,0,0,0,0
5376,32,2.0,Aadhar,630936.0,858000.0,0,0,0,1
3274,30,2.0,Aadhar,687108.0,822000.0,0,0,0,0
3684,30,2.0,Aadhar,849804.0,960504.0,2,2,0,1
4146,37,2.0,Aadhar,597936.0,825084.0,5,4,0,1
4922,38,2.0,VoterID,435108.0,661680.0,3,3,0,0
3226,41,2.0,Aadhar,474912.0,668484.0,0,0,0,1
1073,30,2.0,Aadhar,532188.0,900468.0,0,0,0,1
2632,37,1.0,Aadhar,746556.0,909540.0,5,5,0,0
1661,37,1.0,Aadhar,719964.0,961752.0,0,0,0,1
2426,26,2.0,Aadhar,538188.0,671940.0,0,0,0,1
5898,27,1.0,Aadhar,433668.0,778512.0,0,0,0,0
5310,48,2.0,PAN,589188.0,824388.0,0,0,0,0
3098,35,2.0,VoterID,624936.0,1093464.0,7,4,0,1
3977,26,1.0,Aadhar,855804.0,1140000.0,0,0,0,0
6260,46,2.0,Aadhar,1180680.0,1769736.0,0,0,0,0
6640,43,2.0,Aadhar,305148.0,546000.0,6,2,0,0
4966,31,1.0,Aadhar,598452.0,907848.0,0,0,0,0
5544,35,1.0,Aadhar,554988.0,748680.0,0,0,0,0
1409,31,2.0,Aadhar,615636.0,763920.0,0,0,0,1
1846,29,1.0,Aadhar,669108.0,772572.0,0,0,0,1
1799,41,2.0,Aadhar,719364.0,825432.0,19,5,0,0
3958,36,1.0,Aadhar,696156.0,917400.0,4,4,0,0
1476,43,2.0,VoterID,588936.0,772236.0,0,0,0,0
36,28,1.0,Aadhar,739764.0,1236000.0,0,0,0,0
445,38,1.0,VoterID,668556.0,772572.0,2,0,0,0
2360,43,2.0,Aadhar,684708.0,859200.0,9,5,0,0
3655,33,1.0,Aadhar,580188.0,749052.0,0,0,0,0
3180,42,2.0,Aadhar,779784.0,1029924.0,0,0,0,0
1287,25,1.0,Aadhar,650628.0,856356.0,5,5,0,0
6489,47,2.0,VoterID,865404.0,977880.0,0,0,0,0
4446,47,2.0,Aadhar,632796.0,788448.0,0,0,0,1
3417,36,2.0,Aadhar,639636.0,827412.0,6,0,0,1
2138,26,2.0,Aadhar,728556.0,863520.0,0,0,0,1
2637,38,1.0,Aadhar,830028.0,1114260.0,7,5,0,0
4017,36,2.0,Aadhar,593736.0,743280.0,0,0,0,1
6761,38,2.0,Aadhar,906948.0,1021320.0,0,0,0,1
1682,26,1.0,Aadhar,675108.0,792612.0,5,2,0,0
5440,31,2.0,Aadhar,682308.0,846960.0,2,2,0,0
1693,40,2.0,Aadhar,536988.0,723000.0,4,0,0,0
5155,35,2.0,Aadhar,772584.0,933624.0,0,0,0,0
5571,33,2.0,Aadhar,544188.0,828384.0,2,2,0,1
3636,46,2.0,Aadhar,876708.0,1156824.0,13,2,0,1
373,47,1.0,VoterID,584988.0,809748.0,7,4,0,0
5370,24,,Aadhar,696156.0,1121784.0,0,0,0,0
6626,44,1.0,Aadhar,746556.0,841920.0,9,5,0,1
141,29,1.0,Aadhar,1413804.0,2126844.0,20,4,0,0
4420,49,1.0,Aadhar,673908.0,816960.0,0,0,0,1
6515,36,1.0,Aadhar,814584.0,924000.0,19,8,1,1
5993,41,1.0,Aadhar,690108.0,971688.0,6,3,0,1
715,41,2.0,Aadhar,580188.0,726780.0,0,0,0,0
3189,28,2.0,Aadhar,699108.0,934176.0,2,2,0,0
6175,29,2.0,Aadhar,636936.0,968184.0,0,0,0,0
4432,33,2.0,Aadhar,766584.0,1012464.0,3,3,0,0
4991,32,2.0,Aadhar,527028.0,732444.0,0,0,0,0
407,42,2.0,Aadhar,406068.0,735264.0,13,5,0,1
21,34,2.0,Aadhar,588588.0,857136.0,0,0,0,1
1005,23,,Aadhar,644136.0,819276.0,0,0,0,1
2412,40,1.0,Aadhar,672156.0,768000.0,0,0,0,1
2546,44,2.0,PAN,937812.0,1305048.0,2,2,0,0
2391,26,2.0,Aadhar,605496.0,864000.0,0,0,0,0
6879,29,2.0,Aadhar,490728.0,935352.0,0,0,0,0
43,30,2.0,Aadhar,446868.0,704136.0,0,0,0,0
2831,45,1.0,Aadhar,526728.0,1191600.0,3,3,0,1
3372,31,1.0,Aadhar,934812.0,1222056.0,0,0,0,1
3023,38,2.0,Aadhar,746556.0,889752.0,9,3,0,0
3365,35,1.0,Aadhar,713676.0,1008000.0,3,3,0,1
4400,37,2.0,Aadhar,746556.0,864000.0,15,8,0,0
12,30,1.0,Driving,639636.0,840084.0,3,3,0,0
4761,32,2.0,Aadhar,663108.0,842772.0,3,0,0,1
1178,40,2.0,Aadhar,753384.0,933528.0,2,2,0,0
1948,40,2.0,Aadhar,455268.0,843360.0,6,0,0,0
2502,30,2.0,Aadhar,740604.0,864096.0,7,5,0,1
2864,45,1.0,Aadhar,627636.0,830652.0,4,3,0,1
3866,44,2.0,Aadhar,625236.0,821472.0,3,0,0,0
1027,48,1.0,Aadhar,642936.0,736980.0,2,2,0,0
3849,30,2.0,Aadhar,600936.0,694056.0,4,3,0,1
2990,33,2.0,Aadhar,621636.0,805776.0,6,5,0,0
962,27,2.0,VoterID,663108.0,871044.0,3,3,0,0
2890,30,2.0,Aadhar,675108.0,863004.0,0,0,0,0
3016,28,1.0,Aadhar,627636.0,759516.0,0,0,0,0
3339,45,2.0,Aadhar,562188.0,854856.0,0,0,0,0
4936,32,2.0,Aadhar,864876.0,1289844.0,0,0,0,0
736,22,,Aadhar,666156.0,870012.0,0,0,0,0
4401,26,2.0,Aadhar,445668.0,579000.0,2,2,0,0
1441,37,2.0,Aadhar,722556.0,886800.0,0,0,0,0
2876,41,1.0,Aadhar,615636.0,763812.0,0,0,0,0
3987,34,2.0,Aadhar,640836.0,829260.0,3,2,0,0
917,28,2.0,Aadhar,576588.0,669240.0,6,3,0,0
5840,49,1.0,Aadhar,654396.0,781032.0,3,2,0,0
5456,32,2.0,Aadhar,724236.0,866904.0,3,3,0,1
4090,32,1.0,Aadhar,508728.0,833472.0,10,7,0,0
6461,29,1.0,Aadhar,246888.0,852000.0,0,0,0,0
6885,37,2.0,Aadhar,570948.0,773568.0,2,2,0,0
2773,26,1.0,VoterID,399408.0,924180.0,0,0,0,0
1625,34,2.0,Aadhar,624936.0,717528.0,6,2,0,1
5546,32,1.0,Aadhar,496728.0,766728.0,4,3,0,0
822,24,1.0,Aadhar,467268.0,731172.0,2,0,0,0
1368,26,1.0,Aadhar,802584.0,910320.0,0,0,0,0
3713,50,1.0,Aadhar,659508.0,791676.0,4,0,0,0
6285,42,1.0,Aadhar,687108.0,960000.0,4,3,0,0
851,36,2.0,Aadhar,702156.0,1064580.0,0,0,0,1
1001,27,1.0,Aadhar,660396.0,827100.0,0,0,0,0
5194,31,1.0,Aadhar,1781376.0,2020908.0,16,6,0,0
4115,39,1.0,Aadhar,672156.0,765240.0,0,0,0,0
1638,33,1.0,Aadhar,585396.0,804000.0,2,0,0,0
1668,42,2.0,Aadhar,749808.0,911112.0,3,3,0,1
4590,24,1.0,Driving,675108.0,834204.0,0,0,0,1
3174,41,2.0,Aadhar,600936.0,763860.0,0,0,0,1
5467,41,2.0,PAN,566988.0,828576.0,0,0,0,0
1348,49,2.0,Aadhar,579888.0,701988.0,3,3,0,0
5461,33,2.0,Aadhar,915012.0,1258644.0,6,5,0,0
3231,32,1.0,Aadhar,699180.0,840732.0,9,2,0,0
4915,30,2.0,Aadhar,659508.0,844656.0,0,0,0,0
5372,39,1.0,Aadhar,603636.0,904644.0,2,0,0,0
4784,42,2.0,VoterID,463128.0,822888.0,0,0,0,1
3233,37,1.0,Aadhar,699108.0,1142148.0,0,0,0,0
5724,42,2.0,Aadhar,673908.0,1037544.0,0,0,0,0
704,23,,Aadhar,849804.0,1008600.0,0,0,0,0
6790,30,2.0,Aadhar,694956.0,793908.0,2,2,0,1
3292,24,2.0,Aadhar,594012.0,780000.0,0,0,0,0
3674,24,1.0,VoterID,548268.0,848028.0,2,2,0,0
2409,44,2.0,Aadhar,883404.0,998832.0,3,0,0,0
1328,28,1.0,Aadhar,702324.0,921240.0,0,0,0,0
6510,30,1.0,Aadhar,378420.0,781332.0,4,3,0,0
5736,43,2.0,Aadhar,282888.0,600000.0,6,2,0,0
4441,26,1.0,Aadhar,672156.0,835620.0,0,0,0,0
5847,45,2.0,Driving,600036.0,707400.0,0,0,0,0
987,35,1.0,Aadhar,589752.0,803592.0,0,0,0,1
6531,46,2.0,Aadhar,663156.0,835368.0,2,0,0,0
6346,43,2.0,PAN,690384.0,1216344.0,0,0,0,1
6017,50,2.0,Aadhar,597636.0,777420.0,2,0,0,0
